fecha,marea,temperatura
2022-06-27T16:55:00Z,0.545,9.7
2022-06-27T16:50:00Z,0.536,9.7
2022-06-27T16:45:00Z,0.496,9.7
2022-06-27T16:40:00Z,0.522,9.7
2022-06-27T16:35:00Z,0.539,9.7
2022-06-27T16:30:00Z,0.52,9.7
2022-06-27T16:25:00Z,0.541,9.7
2022-06-27T16:20:00Z,0.547,9.7
2022-06-27T16:15:00Z,0.567,9.7
2022-06-27T16:10:00Z,0.561,9.7
2022-06-27T16:05:00Z,0.533,9.7
2022-06-27T16:00:00Z,0.547,9.7
2022-06-27T15:55:00Z,0.541,9.7
2022-06-27T15:50:00Z,0.534,9.7
2022-06-27T15:45:00Z,0.519,9.7
2022-06-27T15:40:00Z,0.52,9.7
2022-06-27T15:35:00Z,0.513,9.7
2022-06-27T15:30:00Z,0.471,9.7
2022-06-27T15:25:00Z,0.486,9.7
2022-06-27T15:20:00Z,0.497,9.7
2022-06-27T15:15:00Z,0.492,9.7
2022-06-27T15:10:00Z,0.47,9.7
2022-06-27T15:05:00Z,0.472,9.7
2022-06-27T15:00:00Z,0.464,9.7
2022-06-27T14:55:00Z,0.467,9.7
2022-06-27T14:50:00Z,0.493,9.7
2022-06-27T14:45:00Z,0.471,9.7
2022-06-27T14:40:00Z,0.465,9.7
2022-06-27T14:35:00Z,0.484,9.7
2022-06-27T14:30:00Z,0.465,9.7
2022-06-27T14:25:00Z,0.469,9.7
2022-06-27T14:20:00Z,0.467,9.7
2022-06-27T14:15:00Z,0.408,9.7
2022-06-27T14:10:00Z,0.477,9.7
2022-06-27T14:05:00Z,0.468,9.7
2022-06-27T14:00:00Z,0.483,9.7
2022-06-27T13:55:00Z,0.466,9.7
2022-06-27T13:50:00Z,0.474,9.7
2022-06-27T13:45:00Z,0.484,9.7
2022-06-27T13:40:00Z,0.468,9.7
2022-06-27T13:35:00Z,0.451,9.7
2022-06-27T13:30:00Z,0.46,9.7
2022-06-27T13:25:00Z,0.453,9.7
2022-06-27T13:20:00Z,0.438,9.7
2022-06-27T13:15:00Z,0.446,9.7
2022-06-27T13:10:00Z,0.434,9.7
2022-06-27T13:05:00Z,0.43,9.7
2022-06-27T13:00:00Z,0.435,9.7
2022-06-27T12:55:00Z,0.435,9.7
2022-06-27T12:50:00Z,0.444,9.7
2022-06-27T12:45:00Z,0.409,9.7
2022-06-27T12:40:00Z,0.437,9.7
2022-06-27T12:35:00Z,0.437,9.7
2022-06-27T12:30:00Z,0.438,9.7
2022-06-27T12:25:00Z,0.437,9.7
2022-06-27T12:20:00Z,0.427,9.7
2022-06-27T12:15:00Z,0.424,9.7
2022-06-27T12:10:00Z,0.426,9.7
2022-06-27T12:05:00Z,0.412,9.7
2022-06-27T12:00:00Z,0.43,9.7
2022-06-27T11:55:00Z,0.447,9.6
2022-06-27T11:50:00Z,0.437,9.6
2022-06-27T11:45:00Z,0.423,9.6
2022-06-27T11:40:00Z,0.425,9.6
2022-06-27T11:35:00Z,0.448,9.6
2022-06-27T11:30:00Z,0.418,9.6
2022-06-27T11:25:00Z,0.42,9.6
2022-06-27T11:20:00Z,0.394,9.6
2022-06-27T11:15:00Z,0.406,9.6
2022-06-27T11:10:00Z,0.403,9.6
2022-06-27T11:05:00Z,0.408,9.6
2022-06-27T11:00:00Z,0.407,9.6
2022-06-27T10:55:00Z,0.397,9.6
2022-06-27T10:50:00Z,0.41,9.6
2022-06-27T10:45:00Z,0.434,9.6
2022-06-27T10:40:00Z,0.432,9.6
2022-06-27T10:35:00Z,0.455,9.6
2022-06-27T10:30:00Z,0.473,9.6
2022-06-27T10:25:00Z,0.487,9.6
2022-06-27T10:20:00Z,0.468,9.6
2022-06-27T10:15:00Z,0.482,9.6
2022-06-27T10:10:00Z,0.501,9.6
2022-06-27T10:05:00Z,0.465,9.6
2022-06-27T10:00:00Z,0.452,9.6
2022-06-27T09:55:00Z,0.427,9.6
2022-06-27T09:50:00Z,0.446,9.6
2022-06-27T09:45:00Z,0.424,9.6
2022-06-27T09:40:00Z,0.425,9.6
2022-06-27T09:35:00Z,0.426,9.6
2022-06-27T09:30:00Z,0.429,9.6
2022-06-27T09:25:00Z,0.435,9.6
2022-06-27T09:20:00Z,0.447,9.6
2022-06-27T09:15:00Z,0.423,9.6
2022-06-27T09:10:00Z,0.435,9.6
2022-06-27T09:05:00Z,0.433,9.6
2022-06-27T09:00:00Z,0.452,9.6
2022-06-27T08:55:00Z,0.427,9.6
2022-06-27T08:50:00Z,0.428,9.6
2022-06-27T08:45:00Z,0.425,9.6
2022-06-27T08:40:00Z,0.449,9.6
2022-06-27T08:35:00Z,0.44,9.6
2022-06-27T08:30:00Z,0.443,9.6
2022-06-27T08:25:00Z,0.475,9.6
2022-06-27T08:20:00Z,0.503,9.6
2022-06-27T08:15:00Z,0.526,9.6
2022-06-27T08:10:00Z,0.533,9.6
2022-06-27T08:05:00Z,0.537,9.6
2022-06-27T08:00:00Z,0.549,9.6
2022-06-27T07:55:00Z,0.58,9.6
2022-06-27T07:50:00Z,0.577,9.7
2022-06-27T07:45:00Z,0.599,9.7
2022-06-27T07:40:00Z,0.597,9.7
2022-06-27T07:35:00Z,0.576,9.7
2022-06-27T07:30:00Z,0.607,9.7
2022-06-27T07:25:00Z,0.607,9.7
2022-06-27T07:20:00Z,0.633,9.7
2022-06-27T07:15:00Z,0.596,9.7
2022-06-27T07:10:00Z,0.615,9.7
2022-06-27T07:05:00Z,0.646,9.7
2022-06-27T07:00:00Z,0.66,9.6
2022-06-27T06:55:00Z,0.683,9.6
2022-06-27T06:50:00Z,0.692,9.6
2022-06-27T06:45:00Z,0.727,9.6
2022-06-27T06:40:00Z,0.713,9.6
2022-06-27T06:35:00Z,0.698,9.6
2022-06-27T06:30:00Z,0.722,9.6
2022-06-27T06:25:00Z,0.722,9.6
2022-06-27T06:20:00Z,0.708,9.6
2022-06-27T06:15:00Z,0.716,9.6
2022-06-27T06:10:00Z,0.72,9.6
2022-06-27T06:05:00Z,0.722,9.6
2022-06-27T06:00:00Z,0.735,9.6
2022-06-27T05:55:00Z,0.729,9.6
2022-06-27T05:50:00Z,0.742,9.6
2022-06-27T05:45:00Z,0.741,9.6
2022-06-27T05:40:00Z,0.752,9.6
2022-06-27T05:35:00Z,0.762,9.6
2022-06-27T05:30:00Z,0.764,9.6
2022-06-27T05:25:00Z,0.754,9.6
2022-06-27T05:20:00Z,0.759,9.6
2022-06-27T05:15:00Z,0.754,9.6
2022-06-27T05:10:00Z,0.769,9.6
2022-06-27T05:05:00Z,0.776,9.5
2022-06-27T05:00:00Z,0.777,9.5
2022-06-27T04:55:00Z,0.81,9.5
2022-06-27T04:50:00Z,0.814,9.5
2022-06-27T04:45:00Z,0.81,9.5
2022-06-27T04:40:00Z,0.805,9.5
2022-06-27T04:35:00Z,0.81,9.5
2022-06-27T04:30:00Z,0.787,9.5
2022-06-27T04:25:00Z,0.792,9.6
2022-06-27T04:20:00Z,0.795,9.6
2022-06-27T04:15:00Z,0.817,9.6
2022-06-27T04:10:00Z,0.783,9.6
2022-06-27T04:05:00Z,0.797,9.6
2022-06-27T04:00:00Z,0.786,9.6
2022-06-27T03:55:00Z,0.784,9.6
2022-06-27T03:50:00Z,0.787,9.6
2022-06-27T03:45:00Z,0.767,9.6
2022-06-27T03:40:00Z,0.754,9.6
2022-06-27T03:35:00Z,0.797,9.6
2022-06-27T03:30:00Z,0.805,9.6
2022-06-27T03:25:00Z,0.798,9.6
2022-06-27T03:20:00Z,0.768,9.6
2022-06-27T03:15:00Z,0.77,9.6
2022-06-27T03:10:00Z,0.782,9.6
2022-06-27T03:05:00Z,0.779,9.6
2022-06-27T03:00:00Z,0.799,9.6
2022-06-27T02:55:00Z,0.792,9.6
2022-06-27T02:50:00Z,0.818,9.6
2022-06-27T02:45:00Z,0.818,9.6
2022-06-27T02:40:00Z,0.806,9.6
2022-06-27T02:35:00Z,0.796,9.6
2022-06-27T02:30:00Z,0.813,9.6
2022-06-27T02:25:00Z,0.793,9.6
2022-06-27T02:20:00Z,0.81,9.6
2022-06-27T02:15:00Z,0.82,9.6
2022-06-27T02:10:00Z,0.859,9.6
2022-06-27T02:05:00Z,0.834,9.6
2022-06-27T02:00:00Z,0.832,9.6
2022-06-27T01:55:00Z,0.84,9.6
2022-06-27T01:50:00Z,0.861,9.6
2022-06-27T01:45:00Z,0.84,9.6
2022-06-27T01:40:00Z,0.862,9.6
2022-06-27T01:35:00Z,0.865,9.6
2022-06-27T01:30:00Z,0.853,9.6
2022-06-27T01:25:00Z,0.876,9.6
2022-06-27T01:20:00Z,0.845,9.6
2022-06-27T01:15:00Z,0.843,9.6
2022-06-27T01:10:00Z,0.861,9.6
2022-06-27T01:05:00Z,0.875,9.6
2022-06-27T01:00:00Z,0.866,9.6
2022-06-27T00:55:00Z,0.853,9.6
2022-06-27T00:50:00Z,0.858,9.6
2022-06-27T00:45:00Z,0.859,9.6
2022-06-27T00:40:00Z,0.913,9.6
2022-06-27T00:35:00Z,0.884,9.6
2022-06-27T00:30:00Z,0.876,9.6
2022-06-27T00:25:00Z,0.889,9.6
2022-06-27T00:20:00Z,0.903,9.6
2022-06-27T00:15:00Z,0.885,9.6
2022-06-27T00:10:00Z,0.902,9.6
2022-06-27T00:05:00Z,0.902,9.6
2022-06-27T00:00:00Z,0.895,9.6
2022-06-26T23:55:00Z,0.896,9.6
2022-06-26T23:50:00Z,0.909,9.6
2022-06-26T23:45:00Z,0.897,9.6
2022-06-26T23:40:00Z,0.887,9.6
2022-06-26T23:35:00Z,0.897,9.6
2022-06-26T23:30:00Z,0.923,9.6
2022-06-26T23:25:00Z,0.911,9.6
2022-06-26T23:20:00Z,0.908,9.6
2022-06-26T23:15:00Z,0.911,9.6
2022-06-26T23:10:00Z,0.896,9.6
2022-06-26T23:05:00Z,0.857,9.6
2022-06-26T23:00:00Z,0.872,9.6
2022-06-26T22:55:00Z,0.868,9.6
2022-06-26T22:50:00Z,0.865,9.6
2022-06-26T22:45:00Z,0.828,9.6
2022-06-26T22:40:00Z,0.823,9.6
2022-06-26T22:35:00Z,0.813,9.6
2022-06-26T22:30:00Z,0.822,9.6
2022-06-26T22:25:00Z,0.826,9.6
2022-06-26T22:20:00Z,0.838,9.6
2022-06-26T22:15:00Z,0.837,9.6
2022-06-26T22:10:00Z,0.834,9.6
2022-06-26T22:05:00Z,0.846,9.6
2022-06-26T22:00:00Z,0.821,9.6
2022-06-26T21:55:00Z,0.849,9.6
2022-06-26T21:50:00Z,0.824,9.6
2022-06-26T21:45:00Z,0.828,9.6
2022-06-26T21:40:00Z,0.794,9.6
2022-06-26T21:35:00Z,0.779,9.6
2022-06-26T21:30:00Z,0.781,9.6
2022-06-26T21:25:00Z,0.771,9.6
2022-06-26T21:20:00Z,0.785,9.6
2022-06-26T21:15:00Z,0.795,9.6
2022-06-26T21:10:00Z,0.793,9.6
2022-06-26T21:05:00Z,0.804,9.6
2022-06-26T21:00:00Z,0.811,9.6
2022-06-26T20:55:00Z,0.815,9.6
2022-06-26T20:50:00Z,0.826,9.6
2022-06-26T20:45:00Z,0.827,9.6
2022-06-26T20:40:00Z,0.823,9.6
2022-06-26T20:35:00Z,0.827,9.6
2022-06-26T20:30:00Z,0.81,9.6
2022-06-26T20:25:00Z,0.802,9.6
2022-06-26T20:20:00Z,0.813,9.6
2022-06-26T20:15:00Z,0.806,9.6
2022-06-26T20:10:00Z,0.786,9.6
2022-06-26T20:05:00Z,0.815,9.6
2022-06-26T20:00:00Z,0.806,9.5
2022-06-26T19:55:00Z,0.84,9.5
2022-06-26T19:50:00Z,0.822,9.5
2022-06-26T19:45:00Z,0.814,9.5
2022-06-26T19:40:00Z,0.86,9.5
2022-06-26T19:35:00Z,0.863,9.5
2022-06-26T19:30:00Z,0.861,9.5
2022-06-26T19:25:00Z,0.88,9.5
2022-06-26T19:20:00Z,0.884,9.5
2022-06-26T19:15:00Z,0.908,9.5
2022-06-26T19:10:00Z,0.903,9.5
2022-06-26T19:05:00Z,0.916,9.5
2022-06-26T19:00:00Z,0.925,9.5
2022-06-26T18:55:00Z,0.944,9.5
2022-06-26T18:50:00Z,0.975,9.5
2022-06-26T18:45:00Z,0.983,9.5
2022-06-26T18:40:00Z,0.998,9.5
2022-06-26T18:35:00Z,1.013,9.5
2022-06-26T18:30:00Z,1.034,9.5
2022-06-26T18:25:00Z,1.059,9.5
2022-06-26T18:20:00Z,1.042,9.5
2022-06-26T18:15:00Z,1.053,9.5
2022-06-26T18:10:00Z,1.067,9.5
2022-06-26T18:05:00Z,1.075,9.5
2022-06-26T18:00:00Z,1.055,9.5
2022-06-26T17:55:00Z,1.061,9.5
2022-06-26T17:50:00Z,1.062,9.5
2022-06-26T17:45:00Z,1.079,9.5
2022-06-26T17:40:00Z,1.076,9.5
2022-06-26T17:35:00Z,1.07,9.5
2022-06-26T17:30:00Z,1.07,9.5
2022-06-26T17:25:00Z,1.128,9.5
2022-06-26T17:20:00Z,1.117,9.5
2022-06-26T17:15:00Z,1.134,9.5
2022-06-26T17:10:00Z,1.174,9.5
2022-06-26T17:05:00Z,1.159,9.5
2022-06-26T17:00:00Z,1.177,9.5
2022-06-26T16:55:00Z,1.196,9.5
2022-06-26T16:50:00Z,1.213,9.5
2022-06-26T16:45:00Z,1.176,9.5
2022-06-26T16:40:00Z,1.185,9.5
2022-06-26T16:35:00Z,1.182,9.5
2022-06-26T16:30:00Z,1.207,9.5
2022-06-26T16:25:00Z,1.178,9.5
2022-06-26T16:20:00Z,1.177,9.5
2022-06-26T16:15:00Z,1.186,9.5
2022-06-26T16:10:00Z,1.203,9.5
2022-06-26T16:05:00Z,1.188,9.5
2022-06-26T16:00:00Z,1.18,9.5
2022-06-26T15:55:00Z,1.156,9.5
2022-06-26T15:50:00Z,1.135,9.5
2022-06-26T15:45:00Z,1.137,9.5
2022-06-26T15:40:00Z,1.127,9.4
2022-06-26T15:35:00Z,1.098,9.4
2022-06-26T15:30:00Z,1.088,9.4
2022-06-26T15:25:00Z,1.091,9.4
2022-06-26T15:20:00Z,1.094,9.4
2022-06-26T15:15:00Z,1.086,9.4
2022-06-26T15:10:00Z,1.081,9.4
2022-06-26T15:05:00Z,1.08,9.4
2022-06-26T15:00:00Z,1.083,9.4
2022-06-26T14:55:00Z,1.078,9.4
2022-06-26T14:50:00Z,1.067,9.4
2022-06-26T14:45:00Z,1.073,9.4
2022-06-26T14:40:00Z,1.081,9.4
2022-06-26T14:35:00Z,1.066,9.4
2022-06-26T14:30:00Z,1.056,9.4
2022-06-26T14:25:00Z,1.067,9.3
2022-06-26T14:20:00Z,1.051,9.3
2022-06-26T14:15:00Z,1.028,9.3
2022-06-26T14:10:00Z,1.043,9.3
2022-06-26T14:05:00Z,1.028,9.3
2022-06-26T14:00:00Z,1.027,9.3
2022-06-26T13:55:00Z,1.033,9.3
2022-06-26T13:50:00Z,1.025,9.3
2022-06-26T13:45:00Z,1.017,9.3
2022-06-26T13:40:00Z,1.011,9.3
2022-06-26T13:35:00Z,1.023,9.2
2022-06-26T13:30:00Z,0.997,9.2
2022-06-26T13:25:00Z,1.005,9.2
2022-06-26T13:20:00Z,1.007,9.2
2022-06-26T13:15:00Z,0.998,9.2
2022-06-26T13:10:00Z,1.005,9.2
2022-06-26T13:05:00Z,0.985,9.2
2022-06-26T13:00:00Z,0.971,9.1
2022-06-26T12:55:00Z,0.955,9.1
2022-06-26T12:50:00Z,0.947,9.1
2022-06-26T12:45:00Z,0.95,9.1
2022-06-26T12:40:00Z,0.961,9.1
2022-06-26T12:35:00Z,0.945,9.1
2022-06-26T12:30:00Z,0.928,9.1
2022-06-26T12:25:00Z,0.951,9.1
2022-06-26T12:20:00Z,0.97,9.1
2022-06-26T12:15:00Z,0.941,9.1
2022-06-26T12:10:00Z,0.943,9.1
2022-06-26T12:05:00Z,0.974,9.2
2022-06-26T12:00:00Z,0.937,9.2
2022-06-26T11:55:00Z,0.97,9.2
2022-06-26T11:50:00Z,0.959,9.2
2022-06-26T11:45:00Z,0.954,9.2
2022-06-26T11:40:00Z,0.966,9.2
2022-06-26T11:35:00Z,0.957,9.2
2022-06-26T11:30:00Z,0.967,9.2
2022-06-26T11:25:00Z,0.957,9.3
2022-06-26T11:20:00Z,0.955,9.3
2022-06-26T11:15:00Z,0.958,9.3
2022-06-26T11:10:00Z,0.959,9.3
2022-06-26T11:05:00Z,0.953,9.3
2022-06-26T11:00:00Z,0.954,9.3
2022-06-26T10:55:00Z,0.947,9.3
2022-06-26T10:50:00Z,0.957,9.3
2022-06-26T10:45:00Z,0.941,9.3
2022-06-26T10:40:00Z,0.936,9.3
2022-06-26T10:35:00Z,0.935,9.3
2022-06-26T10:30:00Z,0.914,9.3
2022-06-26T10:25:00Z,0.912,9.3
2022-06-26T10:20:00Z,0.905,9.4
2022-06-26T10:15:00Z,0.91,9.4
2022-06-26T10:10:00Z,0.894,9.4
2022-06-26T10:05:00Z,0.876,9.4
2022-06-26T10:00:00Z,0.886,9.5
2022-06-26T09:55:00Z,0.87,9.5
2022-06-26T09:50:00Z,0.847,9.5
2022-06-26T09:45:00Z,0.832,9.5
2022-06-26T09:40:00Z,0.834,9.6
2022-06-26T09:35:00Z,0.839,9.6
2022-06-26T09:30:00Z,0.807,9.6
2022-06-26T09:25:00Z,0.812,9.6
2022-06-26T09:20:00Z,0.805,9.6
2022-06-26T09:15:00Z,0.794,9.6
2022-06-26T09:10:00Z,0.787,9.6
2022-06-26T09:05:00Z,0.786,9.6
2022-06-26T09:00:00Z,0.771,9.6
2022-06-26T08:55:00Z,0.755,9.6
2022-06-26T08:50:00Z,0.773,9.6
2022-06-26T08:45:00Z,0.772,9.6
2022-06-26T08:40:00Z,0.764,9.6
2022-06-26T08:35:00Z,0.778,9.6
2022-06-26T08:30:00Z,0.8,9.6
2022-06-26T08:25:00Z,0.793,9.6
2022-06-26T08:20:00Z,0.798,9.6
2022-06-26T08:15:00Z,0.815,9.6
2022-06-26T08:10:00Z,0.812,9.6
2022-06-26T08:05:00Z,0.838,9.6
2022-06-26T08:00:00Z,0.82,9.6
2022-06-26T07:55:00Z,0.826,9.6
2022-06-26T07:50:00Z,0.839,9.7
2022-06-26T07:45:00Z,0.853,9.7
2022-06-26T07:40:00Z,0.848,9.7
2022-06-26T07:35:00Z,0.848,9.7
2022-06-26T07:30:00Z,0.849,9.7
2022-06-26T07:25:00Z,0.858,9.7
2022-06-26T07:20:00Z,0.857,9.7
2022-06-26T07:15:00Z,0.872,9.7
2022-06-26T07:10:00Z,0.868,9.7
2022-06-26T07:05:00Z,0.867,9.7
2022-06-26T07:00:00Z,0.898,9.7
2022-06-26T06:55:00Z,0.897,9.7
2022-06-26T06:50:00Z,0.892,9.7
2022-06-26T06:45:00Z,0.893,9.7
2022-06-26T06:40:00Z,0.91,9.8
2022-06-26T06:35:00Z,0.911,9.8
2022-06-26T06:30:00Z,0.912,9.8
2022-06-26T06:25:00Z,0.915,9.8
2022-06-26T06:20:00Z,0.923,9.8
2022-06-26T06:15:00Z,0.921,9.8
2022-06-26T06:10:00Z,0.928,9.8
2022-06-26T06:05:00Z,0.949,9.8
2022-06-26T06:00:00Z,0.976,9.8
2022-06-26T05:55:00Z,0.99,9.8
2022-06-26T05:50:00Z,0.999,9.8
2022-06-26T05:45:00Z,1.016,9.8
2022-06-26T05:40:00Z,1.039,9.8
2022-06-26T05:35:00Z,1.055,9.8
2022-06-26T05:30:00Z,1.052,9.8
2022-06-26T05:25:00Z,1.074,9.8
2022-06-26T05:20:00Z,1.071,9.8
2022-06-26T05:15:00Z,1.073,9.8
2022-06-26T05:10:00Z,1.087,9.8
2022-06-26T05:05:00Z,1.089,9.8
2022-06-26T05:00:00Z,1.096,9.8
2022-06-26T04:55:00Z,1.105,9.8
2022-06-26T04:50:00Z,1.121,9.8
2022-06-26T04:45:00Z,1.133,9.8
2022-06-26T04:40:00Z,1.154,9.8
2022-06-26T04:35:00Z,1.168,9.8
2022-06-26T04:30:00Z,1.177,9.8
2022-06-26T04:25:00Z,1.208,9.8
2022-06-26T04:20:00Z,1.21,9.8
2022-06-26T04:15:00Z,1.221,9.8
2022-06-26T04:10:00Z,1.236,9.8
2022-06-26T04:05:00Z,1.219,9.8
2022-06-26T04:00:00Z,1.208,9.8
2022-06-26T03:55:00Z,1.211,9.8
2022-06-26T03:50:00Z,1.205,9.9
2022-06-26T03:45:00Z,1.204,9.9
2022-06-26T03:40:00Z,1.208,9.9
2022-06-26T03:35:00Z,1.195,9.9
2022-06-26T03:30:00Z,1.202,9.9
2022-06-26T03:25:00Z,1.226,9.9
2022-06-26T03:20:00Z,1.21,9.9
2022-06-26T03:15:00Z,1.209,9.9
2022-06-26T03:10:00Z,1.215,9.9
2022-06-26T03:05:00Z,1.218,9.9
2022-06-26T03:00:00Z,1.224,10
2022-06-26T02:55:00Z,1.221,10
2022-06-26T02:50:00Z,1.239,10
2022-06-26T02:45:00Z,1.251,10
2022-06-26T02:40:00Z,1.25,10
2022-06-26T02:35:00Z,1.265,10
2022-06-26T02:30:00Z,1.266,10.1
2022-06-26T02:25:00Z,1.269,10.1
2022-06-26T02:20:00Z,1.28,10.1
2022-06-26T02:15:00Z,1.293,10
2022-06-26T02:10:00Z,1.271,10
2022-06-26T02:05:00Z,1.27,10
2022-06-26T02:00:00Z,1.288,10
2022-06-26T01:55:00Z,1.282,10
2022-06-26T01:50:00Z,1.282,10
2022-06-26T01:45:00Z,1.26,10
2022-06-26T01:40:00Z,1.263,10
2022-06-26T01:35:00Z,1.242,10
2022-06-26T01:30:00Z,1.22,10
2022-06-26T01:25:00Z,1.208,10
2022-06-26T01:20:00Z,1.207,10
2022-06-26T01:15:00Z,1.189,10
2022-06-26T01:10:00Z,1.195,10
2022-06-26T01:05:00Z,1.193,10
2022-06-26T01:00:00Z,1.159,10
2022-06-26T00:55:00Z,1.186,9.9
2022-06-26T00:50:00Z,1.211,9.9
2022-06-26T00:45:00Z,1.218,9.9
2022-06-26T00:40:00Z,1.188,9.9
2022-06-26T00:35:00Z,1.2,10
2022-06-26T00:30:00Z,1.204,10
2022-06-26T00:25:00Z,1.217,10
2022-06-26T00:20:00Z,1.208,10
2022-06-26T00:15:00Z,1.207,10
2022-06-26T00:10:00Z,1.191,10
2022-06-26T00:05:00Z,1.204,10
2022-06-26T00:00:00Z,1.191,10
2022-06-25T23:55:00Z,1.191,10
2022-06-25T23:50:00Z,1.173,10
2022-06-25T23:45:00Z,1.183,10
2022-06-25T23:40:00Z,1.193,10
2022-06-25T23:35:00Z,1.201,10
2022-06-25T23:30:00Z,1.19,10
2022-06-25T23:25:00Z,1.176,10
