fecha,marea,temperatura
2022-06-02T10:30:00Z,1.147,11.2
2022-06-02T10:25:00Z,1.146,11.2
2022-06-02T10:20:00Z,1.161,11.2
2022-06-02T10:15:00Z,1.177,11.3
2022-06-02T10:10:00Z,1.181,11.3
2022-06-02T10:05:00Z,1.188,11.3
2022-06-02T10:00:00Z,1.205,11.3
2022-06-02T09:55:00Z,1.226,11.3
2022-06-02T09:50:00Z,1.212,11.3
2022-06-02T09:45:00Z,1.236,11.3
2022-06-02T09:40:00Z,1.255,11.3
2022-06-02T09:35:00Z,1.266,11.3
2022-06-02T09:30:00Z,1.28,11.3
2022-06-02T09:25:00Z,1.282,11.3
2022-06-02T09:20:00Z,1.286,11.3
2022-06-02T09:15:00Z,1.3,11.3
2022-06-02T09:10:00Z,1.295,11.3
2022-06-02T09:05:00Z,1.321,11.3
2022-06-02T09:00:00Z,1.31,11.3
2022-06-02T08:55:00Z,1.338,11.3
2022-06-02T08:50:00Z,1.335,11.3
2022-06-02T08:45:00Z,1.334,11.3
2022-06-02T08:40:00Z,1.334,11.3
2022-06-02T08:35:00Z,1.335,11.3
2022-06-02T08:30:00Z,1.335,11.3
2022-06-02T08:25:00Z,1.344,11.3
2022-06-02T08:20:00Z,1.364,11.3
2022-06-02T08:15:00Z,1.348,11.3
2022-06-02T08:10:00Z,1.362,11.3
2022-06-02T08:05:00Z,1.366,11.3
2022-06-02T08:00:00Z,1.378,11.3
2022-06-02T07:55:00Z,1.394,11.3
2022-06-02T07:50:00Z,1.406,11.3
2022-06-02T07:45:00Z,1.399,11.3
2022-06-02T07:40:00Z,1.416,11.3
2022-06-02T07:35:00Z,1.407,11.3
2022-06-02T07:30:00Z,1.417,11.3
2022-06-02T07:25:00Z,1.429,11.3
2022-06-02T07:20:00Z,1.437,11.3
2022-06-02T07:15:00Z,1.433,11.3
2022-06-02T07:10:00Z,1.434,11.4
2022-06-02T07:05:00Z,1.414,11.4
2022-06-02T07:00:00Z,1.422,11.4
2022-06-02T06:55:00Z,1.416,11.4
2022-06-02T06:50:00Z,1.404,11.4
2022-06-02T06:45:00Z,1.416,11.4
2022-06-02T06:40:00Z,1.412,11.4
2022-06-02T06:35:00Z,1.409,11.4
2022-06-02T06:30:00Z,1.408,11.4
2022-06-02T06:25:00Z,1.4,11.4
2022-06-02T06:20:00Z,1.42,11.4
2022-06-02T06:15:00Z,1.414,11.4
2022-06-02T06:10:00Z,1.42,11.4
2022-06-02T06:05:00Z,1.43,11.4
2022-06-02T06:00:00Z,1.43,11.4
2022-06-02T05:55:00Z,1.424,11.4
2022-06-02T05:50:00Z,1.405,11.4
2022-06-02T05:45:00Z,1.425,11.4
2022-06-02T05:40:00Z,1.417,11.4
2022-06-02T05:35:00Z,1.416,11.4
2022-06-02T05:30:00Z,1.429,11.4
2022-06-02T05:25:00Z,1.413,11.4
2022-06-02T05:20:00Z,1.414,11.4
2022-06-02T05:15:00Z,1.445,11.4
2022-06-02T05:10:00Z,1.423,11.4
2022-06-02T05:05:00Z,1.413,11.4
2022-06-02T05:00:00Z,1.427,11.5
2022-06-02T04:55:00Z,1.421,11.5
2022-06-02T04:50:00Z,1.415,11.5
2022-06-02T04:45:00Z,1.399,11.5
2022-06-02T04:40:00Z,1.404,11.5
2022-06-02T04:35:00Z,1.396,11.5
2022-06-02T04:30:00Z,1.402,11.5
2022-06-02T04:25:00Z,1.403,11.5
2022-06-02T04:20:00Z,1.378,11.5
2022-06-02T04:15:00Z,1.391,11.5
2022-06-02T04:10:00Z,1.376,11.5
2022-06-02T04:05:00Z,1.376,11.5
2022-06-02T04:00:00Z,1.379,11.5
2022-06-02T03:55:00Z,1.376,11.4
2022-06-02T03:50:00Z,1.396,11.4
2022-06-02T03:45:00Z,1.398,11.4
2022-06-02T03:40:00Z,1.384,11.4
2022-06-02T03:35:00Z,1.387,11.4
2022-06-02T03:30:00Z,1.409,11.4
2022-06-02T03:25:00Z,1.4,11.4
2022-06-02T03:20:00Z,1.405,11.4
2022-06-02T03:15:00Z,1.396,11.4
2022-06-02T03:10:00Z,1.4,11.5
2022-06-02T03:05:00Z,1.386,11.5
2022-06-02T03:00:00Z,1.372,11.5
2022-06-02T02:55:00Z,1.389,11.5
2022-06-02T02:50:00Z,1.366,11.5
2022-06-02T02:45:00Z,1.377,11.5
2022-06-02T02:40:00Z,1.379,11.5
2022-06-02T02:35:00Z,1.361,11.5
2022-06-02T02:30:00Z,1.382,11.5
2022-06-02T02:25:00Z,1.375,11.5
2022-06-02T02:20:00Z,1.39,11.5
2022-06-02T02:15:00Z,1.378,11.5
2022-06-02T02:10:00Z,1.379,11.5
2022-06-02T02:05:00Z,1.384,11.5
2022-06-02T02:00:00Z,1.378,11.5
2022-06-02T01:55:00Z,1.365,11.5
2022-06-02T01:50:00Z,1.366,11.5
2022-06-02T01:45:00Z,1.348,11.5
2022-06-02T01:40:00Z,1.339,11.5
2022-06-02T01:35:00Z,1.329,11.5
2022-06-02T01:30:00Z,1.327,11.5
2022-06-02T01:25:00Z,1.331,11.5
2022-06-02T01:20:00Z,1.321,11.5
2022-06-02T01:15:00Z,1.307,11.5
2022-06-02T01:10:00Z,1.295,11.5
2022-06-02T01:05:00Z,1.301,11.5
2022-06-02T01:00:00Z,1.28,11.5
2022-06-02T00:55:00Z,1.263,11.5
2022-06-02T00:50:00Z,1.243,11.5
2022-06-02T00:45:00Z,1.23,11.5
2022-06-02T00:40:00Z,1.246,11.5
2022-06-02T00:35:00Z,1.219,11.5
2022-06-02T00:30:00Z,1.222,11.5
2022-06-02T00:25:00Z,1.217,11.5
2022-06-02T00:20:00Z,1.198,11.5
2022-06-02T00:15:00Z,1.198,11.5
2022-06-02T00:10:00Z,1.175,11.5
2022-06-02T00:05:00Z,1.192,11.5
2022-06-02T00:00:00Z,1.186,11.6
2022-06-01T23:55:00Z,1.189,11.6
2022-06-01T23:50:00Z,1.191,11.6
2022-06-01T23:45:00Z,1.207,11.5
2022-06-01T23:40:00Z,1.201,11.6
2022-06-01T23:35:00Z,1.173,11.6
2022-06-01T23:30:00Z,1.184,11.6
2022-06-01T23:25:00Z,1.199,11.6
2022-06-01T23:20:00Z,1.186,11.6
2022-06-01T23:15:00Z,1.194,11.6
2022-06-01T23:10:00Z,1.144,11.6
2022-06-01T23:05:00Z,1.174,11.6
2022-06-01T23:00:00Z,1.167,11.6
2022-06-01T22:55:00Z,1.165,11.6
2022-06-01T22:50:00Z,1.168,11.6
2022-06-01T22:45:00Z,1.169,11.6
2022-06-01T22:40:00Z,1.182,11.6
2022-06-01T22:35:00Z,1.165,11.6
2022-06-01T22:30:00Z,1.169,11.6
2022-06-01T22:25:00Z,1.158,11.7
2022-06-01T22:20:00Z,1.171,11.7
2022-06-01T22:15:00Z,1.173,11.7
2022-06-01T22:10:00Z,1.179,11.7
2022-06-01T22:05:00Z,1.188,11.7
2022-06-01T22:00:00Z,1.195,11.7
2022-06-01T21:55:00Z,1.192,11.7
2022-06-01T21:50:00Z,1.205,11.7
2022-06-01T21:45:00Z,1.229,11.7
2022-06-01T21:40:00Z,1.245,11.7
2022-06-01T21:35:00Z,1.274,11.7
2022-06-01T21:30:00Z,1.268,11.7
2022-06-01T21:25:00Z,1.264,11.7
2022-06-01T21:20:00Z,1.253,11.7
2022-06-01T21:15:00Z,1.275,11.7
2022-06-01T21:10:00Z,1.291,11.8
2022-06-01T21:05:00Z,1.288,11.8
2022-06-01T21:00:00Z,1.295,11.8
2022-06-01T20:55:00Z,1.288,11.8
2022-06-01T20:50:00Z,1.301,11.8
2022-06-01T20:45:00Z,1.321,11.8
2022-06-01T20:40:00Z,1.31,11.8
2022-06-01T20:35:00Z,1.341,11.8
2022-06-01T20:30:00Z,1.336,11.8
2022-06-01T20:25:00Z,1.341,11.8
2022-06-01T20:20:00Z,1.334,11.8
2022-06-01T20:15:00Z,1.361,11.8
2022-06-01T20:10:00Z,1.365,11.8
2022-06-01T20:05:00Z,1.36,11.8
2022-06-01T20:00:00Z,1.35,11.8
2022-06-01T19:55:00Z,1.344,11.8
2022-06-01T19:50:00Z,1.35,11.8
2022-06-01T19:45:00Z,1.37,11.8
2022-06-01T19:40:00Z,1.333,11.8
2022-06-01T19:35:00Z,1.349,11.8
2022-06-01T19:30:00Z,1.342,11.8
2022-06-01T19:25:00Z,1.367,11.8
2022-06-01T19:20:00Z,1.357,11.8
2022-06-01T19:15:00Z,1.361,11.8
2022-06-01T19:10:00Z,1.362,11.8
2022-06-01T19:05:00Z,1.361,11.8
2022-06-01T19:00:00Z,1.345,11.8
2022-06-01T18:55:00Z,1.339,11.8
2022-06-01T18:50:00Z,1.352,11.8
2022-06-01T18:45:00Z,1.341,11.8
2022-06-01T18:40:00Z,1.35,11.8
2022-06-01T18:35:00Z,1.344,11.8
2022-06-01T18:30:00Z,1.35,11.8
2022-06-01T18:25:00Z,1.361,11.8
2022-06-01T18:20:00Z,1.338,11.7
2022-06-01T18:15:00Z,1.352,11.7
2022-06-01T18:10:00Z,1.364,11.7
2022-06-01T18:05:00Z,1.357,11.7
2022-06-01T18:00:00Z,1.362,11.7
2022-06-01T17:55:00Z,1.371,11.7
2022-06-01T17:50:00Z,1.356,11.7
2022-06-01T17:45:00Z,1.375,11.7
2022-06-01T17:40:00Z,1.372,11.7
2022-06-01T17:35:00Z,1.382,11.7
2022-06-01T17:30:00Z,1.398,11.7
2022-06-01T17:25:00Z,1.388,11.7
2022-06-01T17:20:00Z,1.401,11.6
2022-06-01T17:15:00Z,1.393,11.6
2022-06-01T17:10:00Z,1.385,11.6
2022-06-01T17:05:00Z,1.384,11.6
2022-06-01T17:00:00Z,1.38,11.6
2022-06-01T16:55:00Z,1.357,11.6
2022-06-01T16:50:00Z,1.374,11.6
2022-06-01T16:45:00Z,1.359,11.6
2022-06-01T16:40:00Z,1.363,11.6
2022-06-01T16:35:00Z,1.353,11.6
2022-06-01T16:30:00Z,1.33,11.6
2022-06-01T16:25:00Z,1.33,11.6
2022-06-01T16:20:00Z,1.328,11.6
2022-06-01T16:15:00Z,1.335,11.6
2022-06-01T16:10:00Z,1.316,11.6
2022-06-01T16:05:00Z,1.295,11.6
2022-06-01T16:00:00Z,1.299,11.6
2022-06-01T15:55:00Z,1.274,11.6
2022-06-01T15:50:00Z,1.294,11.6
2022-06-01T15:45:00Z,1.259,11.6
2022-06-01T15:40:00Z,1.293,11.6
2022-06-01T15:35:00Z,1.275,11.6
2022-06-01T15:30:00Z,1.289,11.6
2022-06-01T15:25:00Z,1.259,11.6
2022-06-01T15:20:00Z,1.258,11.6
2022-06-01T15:15:00Z,1.275,11.6
2022-06-01T15:10:00Z,1.271,11.7
2022-06-01T15:05:00Z,1.265,11.7
2022-06-01T15:00:00Z,1.245,11.7
2022-06-01T14:55:00Z,1.244,11.7
2022-06-01T14:50:00Z,1.239,11.7
2022-06-01T14:45:00Z,1.254,11.7
2022-06-01T14:40:00Z,1.242,11.7
2022-06-01T14:35:00Z,1.241,11.6
2022-06-01T14:30:00Z,1.244,11.6
2022-06-01T14:25:00Z,1.219,11.6
2022-06-01T14:20:00Z,1.219,11.6
2022-06-01T14:15:00Z,1.206,11.6
2022-06-01T14:10:00Z,1.216,11.5
2022-06-01T14:05:00Z,1.208,11.5
2022-06-01T14:00:00Z,1.201,11.5
2022-06-01T13:55:00Z,1.202,11.5
2022-06-01T13:50:00Z,1.186,11.5
2022-06-01T13:45:00Z,1.185,11.5
2022-06-01T13:40:00Z,1.18,11.5
2022-06-01T13:35:00Z,1.188,11.5
2022-06-01T13:30:00Z,1.166,11.5
2022-06-01T13:25:00Z,1.175,11.5
2022-06-01T13:20:00Z,1.181,11.5
2022-06-01T13:15:00Z,1.184,11.5
2022-06-01T13:10:00Z,1.165,11.5
2022-06-01T13:05:00Z,1.152,11.4
2022-06-01T13:00:00Z,1.145,11.4
2022-06-01T12:55:00Z,1.151,11.4
2022-06-01T12:50:00Z,1.145,11.4
2022-06-01T12:45:00Z,1.158,11.4
2022-06-01T12:40:00Z,1.137,11.4
2022-06-01T12:35:00Z,1.138,11.4
2022-06-01T12:30:00Z,1.131,11.4
2022-06-01T12:25:00Z,1.129,11.4
2022-06-01T12:20:00Z,1.115,11.4
2022-06-01T12:15:00Z,1.119,11.4
2022-06-01T12:10:00Z,1.107,11.4
2022-06-01T12:05:00Z,1.11,11.4
2022-06-01T12:00:00Z,1.103,11.4
2022-06-01T11:55:00Z,1.093,11.4
2022-06-01T11:50:00Z,1.096,11.4
2022-06-01T11:45:00Z,1.1,11.4
2022-06-01T11:40:00Z,1.106,11.4
2022-06-01T11:35:00Z,1.096,11.4
2022-06-01T11:30:00Z,1.108,11.4
2022-06-01T11:25:00Z,1.105,11.4
2022-06-01T11:20:00Z,1.102,11.4
2022-06-01T11:15:00Z,1.101,11.4
2022-06-01T11:10:00Z,1.105,11.4
2022-06-01T11:05:00Z,1.095,11.4
2022-06-01T11:00:00Z,1.089,11.4
2022-06-01T10:55:00Z,1.125,11.4
2022-06-01T10:50:00Z,1.102,11.4
2022-06-01T10:45:00Z,1.107,11.4
2022-06-01T10:40:00Z,1.126,11.4
2022-06-01T10:35:00Z,1.13,11.4
2022-06-01T10:30:00Z,1.139,11.4
2022-06-01T10:25:00Z,1.157,11.4
2022-06-01T10:20:00Z,1.172,11.5
2022-06-01T10:15:00Z,1.192,11.5
2022-06-01T10:10:00Z,1.204,11.5
2022-06-01T10:05:00Z,1.208,11.5
2022-06-01T10:00:00Z,1.194,11.5
2022-06-01T09:55:00Z,1.212,11.5
2022-06-01T09:50:00Z,1.209,11.5
2022-06-01T09:45:00Z,1.22,11.5
2022-06-01T09:40:00Z,1.228,11.5
2022-06-01T09:35:00Z,1.221,11.5
2022-06-01T09:30:00Z,1.234,11.5
2022-06-01T09:25:00Z,1.252,11.5
2022-06-01T09:20:00Z,1.253,11.5
2022-06-01T09:15:00Z,1.277,11.5
2022-06-01T09:10:00Z,1.265,11.5
2022-06-01T09:05:00Z,1.295,11.5
2022-06-01T09:00:00Z,1.297,11.5
2022-06-01T08:55:00Z,1.307,11.5
2022-06-01T08:50:00Z,1.321,11.5
2022-06-01T08:45:00Z,1.325,11.5
2022-06-01T08:40:00Z,1.317,11.6
2022-06-01T08:35:00Z,1.356,11.6
2022-06-01T08:30:00Z,1.344,11.6
2022-06-01T08:25:00Z,1.338,11.6
2022-06-01T08:20:00Z,1.342,11.6
2022-06-01T08:15:00Z,1.354,11.6
2022-06-01T08:10:00Z,1.353,11.6
2022-06-01T08:05:00Z,1.378,11.6
2022-06-01T08:00:00Z,1.376,11.6
2022-06-01T07:55:00Z,1.378,11.6
2022-06-01T07:50:00Z,1.398,11.6
2022-06-01T07:45:00Z,1.391,11.6
2022-06-01T07:40:00Z,1.406,11.6
2022-06-01T07:35:00Z,1.397,11.6
2022-06-01T07:30:00Z,1.418,11.6
2022-06-01T07:25:00Z,1.439,11.6
2022-06-01T07:20:00Z,1.433,11.6
2022-06-01T07:15:00Z,1.432,11.6
2022-06-01T07:10:00Z,1.449,11.6
2022-06-01T07:05:00Z,1.449,11.6
2022-06-01T07:00:00Z,1.444,11.6
2022-06-01T06:55:00Z,1.433,11.6
2022-06-01T06:50:00Z,1.433,11.6
2022-06-01T06:45:00Z,1.434,11.6
2022-06-01T06:40:00Z,1.455,11.6
2022-06-01T06:35:00Z,1.447,11.6
2022-06-01T06:30:00Z,1.47,11.6
2022-06-01T06:25:00Z,1.434,11.6
2022-06-01T06:20:00Z,1.455,11.6
2022-06-01T06:15:00Z,1.451,11.6
2022-06-01T06:10:00Z,1.439,11.7
2022-06-01T06:05:00Z,1.433,11.7
2022-06-01T06:00:00Z,1.434,11.7
2022-06-01T05:55:00Z,1.425,11.7
2022-06-01T05:50:00Z,1.439,11.7
2022-06-01T05:45:00Z,1.447,11.7
2022-06-01T05:40:00Z,1.439,11.7
2022-06-01T05:35:00Z,1.434,11.7
2022-06-01T05:30:00Z,1.45,11.7
2022-06-01T05:25:00Z,1.445,11.7
2022-06-01T05:20:00Z,1.451,11.7
2022-06-01T05:15:00Z,1.449,11.7
2022-06-01T05:10:00Z,1.457,11.7
2022-06-01T05:05:00Z,1.447,11.7
2022-06-01T05:00:00Z,1.431,11.7
2022-06-01T04:55:00Z,1.442,11.7
2022-06-01T04:50:00Z,1.43,11.7
2022-06-01T04:45:00Z,1.454,11.7
2022-06-01T04:40:00Z,1.438,11.7
2022-06-01T04:35:00Z,1.425,11.7
2022-06-01T04:30:00Z,1.398,11.7
2022-06-01T04:25:00Z,1.411,11.7
2022-06-01T04:20:00Z,1.405,11.7
2022-06-01T04:15:00Z,1.403,11.7
2022-06-01T04:10:00Z,1.427,11.7
2022-06-01T04:05:00Z,1.406,11.7
2022-06-01T04:00:00Z,1.394,11.7
2022-06-01T03:55:00Z,1.391,11.7
2022-06-01T03:50:00Z,1.381,11.7
2022-06-01T03:45:00Z,1.365,11.8
2022-06-01T03:40:00Z,1.358,11.8
2022-06-01T03:35:00Z,1.376,11.8
2022-06-01T03:30:00Z,1.353,11.8
2022-06-01T03:25:00Z,1.379,11.8
2022-06-01T03:20:00Z,1.345,11.8
2022-06-01T03:15:00Z,1.343,11.8
2022-06-01T03:10:00Z,1.336,11.8
2022-06-01T03:05:00Z,1.329,11.8
2022-06-01T03:00:00Z,1.354,11.8
2022-06-01T02:55:00Z,1.341,11.8
2022-06-01T02:50:00Z,1.339,11.8
2022-06-01T02:45:00Z,1.346,11.8
2022-06-01T02:40:00Z,1.36,11.8
2022-06-01T02:35:00Z,1.375,11.8
2022-06-01T02:30:00Z,1.339,11.8
2022-06-01T02:25:00Z,1.347,11.8
2022-06-01T02:20:00Z,1.368,11.8
2022-06-01T02:15:00Z,1.349,11.8
2022-06-01T02:10:00Z,1.356,11.8
2022-06-01T02:05:00Z,1.356,11.8
2022-06-01T02:00:00Z,1.342,11.8
2022-06-01T01:55:00Z,1.354,11.8
2022-06-01T01:50:00Z,1.36,11.8
2022-06-01T01:45:00Z,1.345,11.8
2022-06-01T01:40:00Z,1.351,11.8
2022-06-01T01:35:00Z,1.345,11.8
2022-06-01T01:30:00Z,1.328,11.8
2022-06-01T01:25:00Z,1.318,11.8
2022-06-01T01:20:00Z,1.317,11.8
2022-06-01T01:15:00Z,1.282,11.8
2022-06-01T01:10:00Z,1.295,11.8
2022-06-01T01:05:00Z,1.269,11.8
2022-06-01T01:00:00Z,1.246,11.8
2022-06-01T00:55:00Z,1.256,11.8
2022-06-01T00:50:00Z,1.244,11.8
2022-06-01T00:45:00Z,1.235,11.8
2022-06-01T00:40:00Z,1.24,11.8
2022-06-01T00:35:00Z,1.232,11.8
2022-06-01T00:30:00Z,1.246,11.8
2022-06-01T00:25:00Z,1.211,11.9
2022-06-01T00:20:00Z,1.208,11.9
2022-06-01T00:15:00Z,1.191,11.9
2022-06-01T00:10:00Z,1.184,11.9
2022-06-01T00:05:00Z,1.171,11.9
2022-06-01T00:00:00Z,1.15,11.9
2022-05-31T23:55:00Z,1.133,11.9
2022-05-31T23:50:00Z,1.136,11.9
2022-05-31T23:45:00Z,1.124,12
2022-05-31T23:40:00Z,1.142,12
2022-05-31T23:35:00Z,1.119,12
