fecha,marea
2022-07-17T05:05:02Z,1.525
2022-07-17T05:00:02Z,1.499
2022-07-17T04:55:02Z,1.523
2022-07-17T04:50:02Z,1.465
2022-07-17T04:45:02Z,1.555
2022-07-17T04:40:02Z,1.494
2022-07-17T04:35:02Z,1.548
2022-07-17T04:30:02Z,1.601
2022-07-17T04:25:02Z,1.631
2022-07-17T04:20:02Z,1.544
2022-07-17T04:15:02Z,1.544
2022-07-17T04:10:02Z,1.524
2022-07-17T04:05:02Z,1.534
2022-07-17T04:00:02Z,1.488
2022-07-17T03:55:02Z,1.467
2022-07-17T03:50:02Z,1.509
2022-07-17T03:45:02Z,1.514
2022-07-17T03:40:02Z,1.547
2022-07-17T03:35:02Z,1.517
2022-07-17T03:30:02Z,1.5
2022-07-17T03:25:02Z,1.504
2022-07-17T03:20:02Z,1.538
2022-07-17T03:15:02Z,1.517
2022-07-17T03:10:02Z,1.538
2022-07-17T03:05:02Z,1.567
2022-07-17T03:00:02Z,1.553
2022-07-17T02:55:02Z,1.508
2022-07-17T02:50:02Z,1.611
2022-07-17T02:45:02Z,1.552
2022-07-17T02:40:02Z,1.562
2022-07-17T02:35:02Z,1.497
2022-07-17T02:30:02Z,1.612
2022-07-17T02:25:02Z,1.586
2022-07-17T02:20:02Z,1.56
2022-07-17T02:15:02Z,1.625
2022-07-17T02:10:02Z,1.608
2022-07-17T02:05:02Z,1.619
2022-07-17T02:00:02Z,1.596
2022-07-17T01:55:02Z,1.537
2022-07-17T01:50:02Z,1.606
2022-07-17T01:45:02Z,1.626
2022-07-17T01:40:02Z,1.748
2022-07-17T01:35:02Z,1.663
2022-07-17T01:30:02Z,1.638
2022-07-17T01:25:02Z,1.68
2022-07-17T01:20:02Z,1.701
2022-07-17T01:15:02Z,1.698
2022-07-17T01:10:02Z,1.785
2022-07-17T01:05:02Z,1.694
2022-07-17T01:00:02Z,1.769
2022-07-17T00:55:02Z,1.73
2022-07-17T00:50:02Z,1.8
2022-07-17T00:45:02Z,1.929
2022-07-17T00:40:02Z,1.931
2022-07-17T00:35:02Z,1.955
2022-07-17T00:30:02Z,1.91
2022-07-17T00:25:02Z,1.852
2022-07-17T00:20:02Z,1.814
2022-07-17T00:15:02Z,1.864
2022-07-17T00:10:02Z,1.843
2022-07-17T00:05:02Z,1.963
2022-07-17T00:00:02Z,1.898
2022-07-16T23:55:02Z,1.846
2022-07-16T23:50:02Z,1.916
2022-07-16T23:45:02Z,1.865
2022-07-16T23:40:02Z,1.868
2022-07-16T23:35:02Z,1.76
2022-07-16T23:30:02Z,1.779
2022-07-16T23:25:02Z,1.75
2022-07-16T23:20:02Z,1.685
2022-07-16T23:15:02Z,1.702
2022-07-16T23:10:02Z,1.641
2022-07-16T23:05:02Z,1.722
2022-07-16T23:00:02Z,1.633
2022-07-16T22:55:02Z,1.683
2022-07-16T22:50:02Z,1.615
2022-07-16T22:45:02Z,1.562
2022-07-16T22:40:02Z,1.531
2022-07-16T22:35:02Z,1.591
2022-07-16T22:30:02Z,1.424
2022-07-16T22:25:02Z,1.501
2022-07-16T22:20:02Z,1.465
2022-07-16T22:15:02Z,1.551
2022-07-16T22:10:02Z,1.568
2022-07-16T22:05:02Z,1.454
2022-07-16T22:00:02Z,1.501
2022-07-16T21:55:02Z,1.4
2022-07-16T21:50:02Z,1.439
2022-07-16T21:45:02Z,1.399
2022-07-16T21:40:02Z,1.381
2022-07-16T21:35:02Z,1.332
2022-07-16T21:30:02Z,1.351
2022-07-16T21:25:02Z,1.342
2022-07-16T21:20:02Z,1.329
2022-07-16T21:15:02Z,1.276
2022-07-16T21:10:02Z,1.331
2022-07-16T21:05:02Z,1.324
2022-07-16T21:00:02Z,1.335
2022-07-16T20:55:02Z,1.337
2022-07-16T20:50:02Z,1.221
2022-07-16T20:45:02Z,1.227
2022-07-16T20:40:02Z,1.194
2022-07-16T20:35:02Z,1.165
2022-07-16T20:30:02Z,1.243
2022-07-16T20:25:02Z,1.254
2022-07-16T20:20:02Z,1.276
2022-07-16T20:15:02Z,1.294
2022-07-16T20:10:02Z,1.278
2022-07-16T20:05:02Z,1.256
2022-07-16T20:00:02Z,1.268
2022-07-16T19:55:02Z,1.314
2022-07-16T19:50:02Z,1.295
2022-07-16T19:45:02Z,1.325
2022-07-16T19:40:02Z,1.254
2022-07-16T19:35:02Z,1.266
2022-07-16T19:30:02Z,1.231
2022-07-16T19:25:02Z,1.338
2022-07-16T19:20:02Z,1.299
2022-07-16T19:15:02Z,1.188
2022-07-16T19:10:02Z,1.309
2022-07-16T19:05:02Z,1.344
2022-07-16T19:00:02Z,1.366
2022-07-16T18:55:02Z,1.291
2022-07-16T18:50:02Z,1.395
2022-07-16T18:45:02Z,1.358
2022-07-16T18:40:02Z,1.358
2022-07-16T18:35:02Z,1.331
2022-07-16T18:30:02Z,1.268
2022-07-16T18:25:02Z,1.386
2022-07-16T18:20:02Z,1.382
2022-07-16T18:15:03Z,1.307
2022-07-16T18:10:03Z,1.321
2022-07-16T18:05:02Z,1.409
2022-07-16T18:00:02Z,1.379
2022-07-16T17:55:02Z,1.442
2022-07-16T17:50:02Z,1.354
2022-07-16T17:45:02Z,1.396
2022-07-16T17:40:02Z,1.332
2022-07-16T17:35:02Z,1.379
2022-07-16T17:30:02Z,1.357
2022-07-16T17:25:02Z,1.397
2022-07-16T17:20:02Z,1.377
2022-07-16T17:15:02Z,1.187
2022-07-16T17:10:02Z,1.323
2022-07-16T17:05:02Z,1.296
2022-07-16T17:00:02Z,1.333
2022-07-16T16:55:02Z,1.405
2022-07-16T16:50:02Z,1.359
2022-07-16T16:45:02Z,1.387
2022-07-16T16:40:02Z,1.347
2022-07-16T16:35:02Z,1.231
2022-07-16T16:30:02Z,1.264
2022-07-16T16:25:02Z,1.243
2022-07-16T16:20:02Z,1.295
2022-07-16T16:15:02Z,1.333
2022-07-16T16:10:02Z,1.248
2022-07-16T16:05:02Z,1.326
2022-07-16T16:00:02Z,1.204
2022-07-16T15:55:02Z,1.24
2022-07-16T15:50:02Z,1.238
2022-07-16T15:45:02Z,1.212
2022-07-16T15:40:02Z,1.25
2022-07-16T15:35:02Z,1.263
2022-07-16T15:30:02Z,1.208
2022-07-16T15:25:02Z,1.256
2022-07-16T15:20:02Z,1.255
2022-07-16T15:15:02Z,1.261
2022-07-16T15:10:02Z,1.175
2022-07-16T15:05:02Z,1.205
2022-07-16T15:00:02Z,1.3
2022-07-16T14:55:02Z,1.264
2022-07-16T14:50:02Z,1.181
2022-07-16T14:45:02Z,1.208
2022-07-16T14:40:02Z,1.195
2022-07-16T14:35:02Z,1.236
2022-07-16T14:30:02Z,1.225
2022-07-16T14:25:02Z,1.202
2022-07-16T14:20:02Z,1.169
2022-07-16T14:15:02Z,1.155
2022-07-16T14:10:02Z,1.16
2022-07-16T14:05:02Z,1.27
2022-07-16T14:00:02Z,1.177
2022-07-16T13:55:02Z,1.24
2022-07-16T13:50:02Z,1.199
2022-07-16T13:45:02Z,1.273
2022-07-16T13:40:02Z,1.204
2022-07-16T13:35:02Z,1.322
2022-07-16T13:30:02Z,1.14
2022-07-16T13:25:02Z,1.216
2022-07-16T13:20:02Z,1.287
2022-07-16T13:15:02Z,1.385
2022-07-16T13:10:02Z,1.406
2022-07-16T13:05:02Z,1.409
2022-07-16T13:00:02Z,1.301
2022-07-16T12:55:02Z,1.365
2022-07-16T12:50:02Z,1.359
2022-07-16T12:45:02Z,1.307
2022-07-16T12:40:02Z,1.372
2022-07-16T12:35:02Z,1.419
2022-07-16T12:30:02Z,1.372
2022-07-16T12:25:02Z,1.41
2022-07-16T12:20:02Z,1.333
2022-07-16T12:15:02Z,1.347
2022-07-16T12:10:02Z,1.482
2022-07-16T12:05:02Z,1.425
2022-07-16T12:00:02Z,1.473
2022-07-16T11:55:02Z,1.442
2022-07-16T11:50:02Z,1.465
2022-07-16T11:45:02Z,1.346
2022-07-16T11:40:02Z,1.466
2022-07-16T11:35:02Z,1.322
2022-07-16T11:30:02Z,1.499
2022-07-16T11:25:02Z,1.337
2022-07-16T11:20:02Z,1.409
2022-07-16T11:15:02Z,1.407
2022-07-16T11:10:02Z,1.376
2022-07-16T11:05:02Z,1.308
2022-07-16T11:00:02Z,1.375
2022-07-16T10:55:02Z,1.253
2022-07-16T10:50:02Z,1.381
2022-07-16T10:45:02Z,1.247
2022-07-16T10:40:02Z,1.343
2022-07-16T10:35:02Z,1.255
2022-07-16T10:30:02Z,1.344
2022-07-16T10:25:02Z,1.214
2022-07-16T10:20:02Z,1.213
2022-07-16T10:15:02Z,1.131
2022-07-16T10:10:02Z,1.207
2022-07-16T10:05:02Z,1.172
2022-07-16T10:00:02Z,1.15
2022-07-16T09:55:02Z,1.245
2022-07-16T09:50:02Z,1.107
2022-07-16T09:45:02Z,1.035
2022-07-16T09:40:02Z,1.1
2022-07-16T09:35:02Z,1.139
2022-07-16T09:30:02Z,1.012
2022-07-16T09:25:02Z,1.036
2022-07-16T09:20:02Z,1.035
2022-07-16T09:15:02Z,1.012
2022-07-16T09:10:02Z,0.942
2022-07-16T09:05:02Z,0.892
2022-07-16T09:00:02Z,0.94
2022-07-16T08:55:02Z,1.045
2022-07-16T08:50:02Z,0.969
2022-07-16T08:45:02Z,1.002
2022-07-16T08:40:02Z,0.97
2022-07-16T08:35:02Z,0.851
2022-07-16T08:30:02Z,0.935
2022-07-16T08:25:02Z,0.999
2022-07-16T08:20:02Z,0.903
2022-07-16T08:15:02Z,0.892
2022-07-16T08:10:02Z,0.877
2022-07-16T08:05:02Z,0.895
2022-07-16T08:00:02Z,0.97
2022-07-16T07:55:02Z,0.897
2022-07-16T07:50:02Z,0.884
2022-07-16T07:45:02Z,0.882
2022-07-16T07:40:02Z,0.857
2022-07-16T07:35:02Z,0.899
2022-07-16T07:30:02Z,0.908
2022-07-16T07:25:02Z,0.909
2022-07-16T07:20:02Z,0.908
2022-07-16T07:15:02Z,0.85
2022-07-16T07:10:02Z,0.902
2022-07-16T07:05:02Z,0.89
2022-07-16T07:00:02Z,0.924
2022-07-16T06:55:02Z,0.969
2022-07-16T06:50:02Z,0.875
2022-07-16T06:45:03Z,0.902
2022-07-16T06:40:03Z,0.836
2022-07-16T06:35:02Z,0.875
2022-07-16T06:30:02Z,0.888
2022-07-16T06:25:02Z,0.92
2022-07-16T06:20:02Z,0.969
2022-07-16T06:15:02Z,0.854
2022-07-16T06:10:02Z,0.955
2022-07-16T06:05:02Z,0.896
2022-07-16T06:00:02Z,0.973
2022-07-16T05:55:02Z,0.921
2022-07-16T05:50:02Z,1.063
2022-07-16T05:45:02Z,0.969
2022-07-16T05:40:02Z,0.994
2022-07-16T05:35:02Z,0.965
2022-07-16T05:30:02Z,0.93
2022-07-16T05:25:02Z,0.955
2022-07-16T05:20:02Z,1.016
2022-07-16T05:15:02Z,1.033
2022-07-16T05:10:02Z,1.07
2022-07-16T05:05:02Z,1.087
2022-07-16T05:00:02Z,0.978
2022-07-16T04:55:02Z,0.984
2022-07-16T04:50:02Z,1.08
2022-07-16T04:45:02Z,1.03
2022-07-16T04:40:02Z,1.03
2022-07-16T04:35:02Z,1.055
2022-07-16T04:30:02Z,1.039
2022-07-16T04:25:02Z,1.058
2022-07-16T04:20:02Z,1.107
2022-07-16T04:15:02Z,1.118
2022-07-16T04:10:02Z,1.088
2022-07-16T04:05:02Z,1.037
2022-07-16T04:00:02Z,1.054
2022-07-16T03:55:02Z,1.124
2022-07-16T03:50:02Z,1.104
2022-07-16T03:45:02Z,1.07
2022-07-16T03:40:02Z,1.09
2022-07-16T03:35:02Z,1.005
2022-07-16T03:30:02Z,1.106
2022-07-16T03:25:02Z,1.136
2022-07-16T03:20:02Z,1.117
2022-07-16T03:15:02Z,1.08
2022-07-16T03:10:02Z,1.043
2022-07-16T03:05:02Z,1.065
2022-07-16T03:00:02Z,1.02
2022-07-16T02:55:02Z,1.048
2022-07-16T02:50:02Z,1.011
2022-07-16T02:45:02Z,1.07
2022-07-16T02:40:02Z,0.993
2022-07-16T02:35:02Z,1.049
2022-07-16T02:30:02Z,1.059
2022-07-16T02:25:02Z,1.013
2022-07-16T02:20:02Z,0.994
2022-07-16T02:15:02Z,1.006
2022-07-16T02:10:02Z,1.04
2022-07-16T02:05:02Z,1.02
2022-07-16T02:00:02Z,1.035
2022-07-16T01:55:02Z,1.096
2022-07-16T01:50:02Z,1.074
2022-07-16T01:45:02Z,1.019
2022-07-16T01:40:02Z,1.054
2022-07-16T01:35:02Z,1.05
2022-07-16T01:30:02Z,1.07
2022-07-16T01:25:02Z,1.131
2022-07-16T01:20:02Z,1.126
2022-07-16T01:15:02Z,1.108
2022-07-16T01:10:02Z,1.181
2022-07-16T01:05:02Z,1.168
2022-07-16T01:00:02Z,1.161
2022-07-16T00:55:02Z,1.141
2022-07-16T00:50:02Z,1.196
2022-07-16T00:45:02Z,1.231
2022-07-16T00:40:02Z,1.215
2022-07-16T00:35:02Z,1.254
2022-07-16T00:30:02Z,1.272
2022-07-16T00:25:02Z,1.269
2022-07-16T00:20:02Z,1.242
2022-07-16T00:15:02Z,1.312
2022-07-16T00:10:02Z,1.314
2022-07-16T00:05:02Z,1.308
2022-07-16T00:00:02Z,1.382
2022-07-15T23:55:02Z,1.356
2022-07-15T23:50:02Z,1.376
2022-07-15T23:45:02Z,1.369
2022-07-15T23:40:02Z,1.369
2022-07-15T23:35:02Z,1.407
